nd,snc
16.59611735048626,0.129288778637185
16.068741221528352,0.13552607989777588
16.35223396223145,0.17151695168399994
20.95858349751295,0.3802980355890138
19.43604898121015,0.24275847024969446
17.278888853164144,0.15864106940755773
15.44682635509458,0.13018261902381772
23.529650325588022,0.3754926612396752
21.80845911312601,0.26787832257932964
20.549560687383185,0.3160877672277737
18.987481255933986,0.19784319028137937
19.918723743140664,0.28900535347992956
21.99414063386479,0.28577126661932417
16.136087919112654,0.2658736747733391
19.418204517067657,0.24632439739781595
17.428966948413464,0.17129698877953706
13.889084443067754,0.1181078915818721
20.273682995998094,0.1834922252810571
22.638806407484374,0.38312079866145105
18.37607139733627,0.16936607353199398
21.575294513246707,0.3386327064111361
17.41212859538495,0.35650910199117664
16.241236953439778,0.20629072548460625
18.474246338559464,0.3051136184930538
16.019432643580803,0.16184930026293448
21.76704951169185,0.29064744152957817
21.913567588241868,0.3573002004098911
15.861623848493922,0.10414107918746893
18.08129788851822,0.18412632009337038
18.80189115783599,0.22003685492899097
18.55202893965449,0.16812572378879692
17.24593349813869,0.12916767705350948
17.86442772041069,0.21949748311305642
17.843019176510833,0.1311487541157366
21.36518455598058,0.4028575103000419
17.43814465156454,0.16084953318949474
17.25469340337418,0.12646012122133457
19.156200040717888,0.23557744229317104
19.255937035395373,0.16856221513831476
16.722838674499414,0.16812107267744478
17.07369646887021,0.11943123610754777
17.880094456623482,0.18692366370110006
20.24955417890588,0.22990947267855125
16.064868502418562,0.10596248495351257
17.590148758135427,0.17125340770127648
16.269671853550772,0.21657882985511143
17.291487950883685,0.14812884013818997
20.43330614462574,0.25325990109252444
19.571180626398377,0.3059049806892273
18.63044103968914,0.22166422839255218
13.067006798294193,0.07945862028419823
17.56967083736441,0.18150785372605177
19.010874081255007,0.14477039224314978
15.89744913150814,0.19019186143453184
17.062759969529484,0.26350088647624104
19.091126501888546,0.16906582544082258
17.657985288374334,0.17586628805779275
18.16002936855188,0.16119670047003837
22.790251327169596,0.28358582450371767
19.104624222074264,0.24992914873044955
17.245160351691588,0.15556751675262187
18.128430709799456,0.16396888399102597
15.819818793736758,0.122658559082858
19.508858386783057,0.22761324452699228
15.543773315668526,0.13423962345813176
19.71417989389589,0.17545619101501952
20.799358964480934,0.29732791889943233
21.803567496067142,0.2738078436411126
17.265765742261962,0.1749611802538393
23.632181448186284,0.3200310949020589
19.3916362268777,0.2624930885851698
20.11411886655187,0.24117299545938858
17.704989880445194,0.2574563832601031
15.735028157302773,0.10811362485964247
18.660951506048967,0.2702575034208548
17.1352787481785,0.21168301946584142
18.499249234015476,0.23042195586019948
16.461942642214364,0.13342968897174184
14.179797835888447,0.10874953433497009
20.04927263851069,0.21804233606491524
19.132984898104926,0.3840060302659957
23.812415062549015,0.4364441324371223
16.72841893306119,0.22400384186826222
18.577884103895627,0.16207122139268623
19.98199189270179,0.18503201907827319
20.44309174268902,0.20690703947427252
19.636247661460736,0.2007967863746211
17.74460794470002,0.19620184027772994
18.25327976617414,0.15349102900307532
19.84629828344711,0.2569679625470881
17.17905701719393,0.12175044704376638
14.497202795328791,0.09523478576959855
17.44731752702658,0.1125779210989347
17.123083834403197,0.16455458903628395
20.382345301755635,0.18220576504254016
22.077439465058745,0.39452926160896656
13.776630776628789,0.1476605502816976
12.857164021146602,0.08504893079058111
17.33922976630995,0.26992288568097167
21.141428523162762,0.22527002412968472
17.364331256918593,0.13342770651224398
21.84185584300626,0.45907291459250854
19.188190812754254,0.23129733734640381
14.72050723763734,0.15338264332755275
16.58084570956634,0.1097586009260965
19.659094587493087,0.18663975326770227
16.88286442257685,0.1369674495574114
17.684896255153877,0.15643163470426363
